,PRICE,Equi_Width,Equi_Depth
1488,352000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1489,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1490,,,
1491,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1492,,,
1493,,,
1494,325000.0,220000.0-330000.0,"(305800.0, 348740.0]"
1495,325000.0,220000.0-330000.0,"(305800.0, 348740.0]"
1496,40000.0,0.0-110000.0,"(-1.0, 98000.0]"
1497,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1498,646680.0,550000.0-660000.0,"(604600.0, 678253.0]"
1499,,,
1500,164450.0,110000.0-220000.0,"(160000.0, 195000.0]"
1501,150233.0,110000.0-220000.0,"(129000.0, 160000.0]"
1502,,,
1503,605000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1504,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1505,,,
1506,74000.0,0.0-110000.0,"(-1.0, 98000.0]"
1507,346000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1508,,,
1509,480000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1510,429000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1511,,,
1512,335000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1513,95000.0,0.0-110000.0,"(-1.0, 98000.0]"
1514,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1515,543300.0,440000.0-550000.0,"(489632.0, 545000.0]"
1516,590000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1517,529900.0,440000.0-550000.0,"(489632.0, 545000.0]"
1518,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1519,,,
1520,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1521,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1522,300000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1523,,,
1524,577500.0,550000.0-660000.0,"(545000.0, 604600.0]"
1525,,,
1526,198600.0,110000.0-220000.0,"(195000.0, 238000.0]"
1527,193000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1528,425000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1529,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1530,107000.0,0.0-110000.0,"(98000.0, 129000.0]"
1531,,,
1532,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1533,279000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1534,429000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1535,125000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1536,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1537,,,
1538,775000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1539,600000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1540,106000.0,0.0-110000.0,"(98000.0, 129000.0]"
1541,650000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1542,150000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1543,600000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1544,,,
1545,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1546,655000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1547,495000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1548,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1549,365000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1550,,,
1551,250000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1552,275000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1553,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1554,525000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1555,169000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1556,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1557,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1558,395000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1559,450000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1560,,,
1561,91100.0,0.0-110000.0,"(-1.0, 98000.0]"
1562,,,
1563,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1564,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1565,370000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1566,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1567,275000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1568,379500.0,330000.0-440000.0,"(348740.0, 389720.0]"
1569,560000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1570,252500.0,220000.0-330000.0,"(238000.0, 270200.0]"
1571,,,
1572,580000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1573,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1574,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1575,,,
1576,330000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1577,557000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1578,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1579,385000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1580,,,
1581,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1582,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1583,,,
1584,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1585,495000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1586,42500.0,0.0-110000.0,"(-1.0, 98000.0]"
1587,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1588,610000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1589,670000.0,660000.0-770000.0,"(604600.0, 678253.0]"
1590,683000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1591,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1592,,,
1593,,,
1594,,,
1595,682500.0,660000.0-770000.0,"(678253.0, 750000.0]"
1596,391000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1597,,,
1598,120000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1599,,,
1600,124900.0,110000.0-220000.0,"(98000.0, 129000.0]"
1601,,,
1602,,,
1603,650000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1604,,,
1605,,,
1606,850000.0,770000.0-880000.0,"(825000.0, 918200.0]"
1607,,,
1608,,,
1609,349900.0,330000.0-440000.0,"(348740.0, 389720.0]"
1610,255900.0,220000.0-330000.0,"(238000.0, 270200.0]"
1611,798000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1612,,,
1613,679000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1614,260000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1615,,,
1616,,,
1617,554000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1618,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1619,285000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1620,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1621,450000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1622,550000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1623,,,
1624,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1625,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1626,160000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1627,240000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1628,265900.0,220000.0-330000.0,"(238000.0, 270200.0]"
1629,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1630,430000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1631,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1632,380000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1633,472000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1634,,,
1635,390000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1636,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1637,,,
1638,715000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1639,,,
1640,143000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1641,158000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1642,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1643,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1644,183500.0,110000.0-220000.0,"(160000.0, 195000.0]"
1645,,,
1646,,,
1647,785000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1648,485000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1649,,,
1650,350000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1651,628000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1652,375000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1653,450000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1654,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1655,660000.0,660000.0-770000.0,"(604600.0, 678253.0]"
1656,589000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1657,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1658,540000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1659,,,
1660,1400000.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
1661,750000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1662,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1663,,,
1664,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1665,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1666,550000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1667,570000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1668,732500.0,660000.0-770000.0,"(678253.0, 750000.0]"
1669,,,
1670,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1671,1355000.0,1320000.0-1430000.0,"(1100000.0, 1450000.0]"
1672,624000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1673,595000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1674,,,
1675,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1676,829000.0,770000.0-880000.0,"(825000.0, 918200.0]"
1677,625000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1678,950000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
1679,684630.0,660000.0-770000.0,"(678253.0, 750000.0]"
1680,610000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1681,177000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1682,,,
1683,626000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1684,1490000.0,1430000.0-1540000.0,"(1450000.0, 11000000.0]"
1685,,,
1686,,,
1687,1135000.0,1100000.0-1210000.0,"(1100000.0, 1450000.0]"
1688,950000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
1689,1050000.0,990000.0-1100000.0,"(918200.0, 1100000.0]"
1690,695000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1691,122500.0,110000.0-220000.0,"(98000.0, 129000.0]"
1692,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1693,965000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
1694,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1695,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1696,340000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1697,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1698,585000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1699,615000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1700,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1701,,,
1702,527500.0,440000.0-550000.0,"(489632.0, 545000.0]"
1703,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1704,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1705,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1706,153000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1707,,,
1708,,,
1709,,,
1710,925000.0,880000.0-990000.0,"(918200.0, 1100000.0]"
1711,899000.0,880000.0-990000.0,"(825000.0, 918200.0]"
1712,530000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1713,117000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1714,700000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1715,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1716,,,
1717,375000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1718,177000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1719,156000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1720,219000.0,110000.0-220000.0,"(195000.0, 238000.0]"
1721,285000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1722,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1723,475000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1724,,,
1725,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1726,319000.0,220000.0-330000.0,"(305800.0, 348740.0]"
1727,303500.0,220000.0-330000.0,"(270200.0, 305800.0]"
1728,,,
1729,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1730,289900.0,220000.0-330000.0,"(270200.0, 305800.0]"
1731,240000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1732,110000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1733,,,
1734,,,
1735,,,
1736,529000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1737,465000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1738,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1739,385000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1740,,,
1741,110000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1742,399000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1743,218500.0,110000.0-220000.0,"(195000.0, 238000.0]"
1744,,,
1745,127000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1746,747000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1747,330000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1748,240000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1749,759000.0,660000.0-770000.0,"(750000.0, 825000.0]"
1750,,,
1751,161000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1752,135000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1753,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1754,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1755,,,
1756,639000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1757,725000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1758,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1759,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1760,497000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1761,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1762,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1763,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1764,135000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1765,399999.0,330000.0-440000.0,"(389720.0, 432500.0]"
1766,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1767,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1768,485000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1769,270000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1770,518000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1771,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1772,420000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1773,355000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1774,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1775,142500.0,110000.0-220000.0,"(129000.0, 160000.0]"
1776,535000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1777,529000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1778,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1779,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1780,805001.0,770000.0-880000.0,"(750000.0, 825000.0]"
1781,204000.0,110000.0-220000.0,"(195000.0, 238000.0]"
1782,,,
1783,517500.0,440000.0-550000.0,"(489632.0, 545000.0]"
1784,,,
1785,283250.0,220000.0-330000.0,"(270200.0, 305800.0]"
1786,175000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1787,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1788,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1789,110000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1790,604000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1791,820000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1792,891370.0,880000.0-990000.0,"(825000.0, 918200.0]"
1793,640000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1794,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1795,163000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1796,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1797,475000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1798,260000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1799,,,
1800,224000.0,220000.0-330000.0,"(195000.0, 238000.0]"
1801,472500.0,440000.0-550000.0,"(432500.0, 489632.0]"
1802,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1803,318000.0,220000.0-330000.0,"(305800.0, 348740.0]"
1804,760000.0,660000.0-770000.0,"(750000.0, 825000.0]"
1805,285000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1806,,,
1807,323000.0,220000.0-330000.0,"(305800.0, 348740.0]"
1808,105000.0,0.0-110000.0,"(98000.0, 129000.0]"
1809,450450.0,440000.0-550000.0,"(432500.0, 489632.0]"
1810,280500.0,220000.0-330000.0,"(270200.0, 305800.0]"
1811,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1812,520000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1813,,,
1814,,,
1815,300000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1816,620000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1817,120000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1818,427000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1819,514000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1820,245000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1821,165000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1822,548000.0,440000.0-550000.0,"(545000.0, 604600.0]"
1823,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1824,730000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1825,825000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1826,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1827,711000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1828,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1829,708350.0,660000.0-770000.0,"(678253.0, 750000.0]"
1830,320000.0,220000.0-330000.0,"(305800.0, 348740.0]"
1831,330000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1832,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1833,350000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1834,,,
1835,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1836,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1837,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1838,85000.0,0.0-110000.0,"(-1.0, 98000.0]"
1839,430000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1840,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1841,560000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1842,479000.0,440000.0-550000.0,"(432500.0, 489632.0]"
1843,405000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1844,385000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1845,260000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1846,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1847,175000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1848,345000.0,330000.0-440000.0,"(305800.0, 348740.0]"
1849,125000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1850,,,
1851,355000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1852,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1853,,,
1854,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1855,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1856,,,
1857,186000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1858,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1859,356965.0,330000.0-440000.0,"(348740.0, 389720.0]"
1860,622000.0,550000.0-660000.0,"(604600.0, 678253.0]"
1861,220000.0,220000.0-330000.0,"(195000.0, 238000.0]"
1862,497500.0,440000.0-550000.0,"(489632.0, 545000.0]"
1863,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1864,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1865,525000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1866,183000.0,110000.0-220000.0,"(160000.0, 195000.0]"
1867,257000.0,220000.0-330000.0,"(238000.0, 270200.0]"
1868,805000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1869,295000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1870,280000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1871,792000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1872,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1873,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1874,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1875,,,
1876,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1877,,,
1878,300000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1879,207900.0,110000.0-220000.0,"(195000.0, 238000.0]"
1880,,,
1881,350000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1882,,,
1883,,,
1884,,,
1885,421620.0,330000.0-440000.0,"(389720.0, 432500.0]"
1886,212500.0,110000.0-220000.0,"(195000.0, 238000.0]"
1887,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1888,145000.0,110000.0-220000.0,"(129000.0, 160000.0]"
1889,284000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1890,289000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1891,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1892,277000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1893,73000.0,0.0-110000.0,"(-1.0, 98000.0]"
1894,119000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1895,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1896,,,
1897,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1898,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1899,,,
1900,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1901,325000.0,220000.0-330000.0,"(305800.0, 348740.0]"
1902,300000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1903,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1904,134900.0,110000.0-220000.0,"(129000.0, 160000.0]"
1905,,,
1906,725000.0,660000.0-770000.0,"(678253.0, 750000.0]"
1907,681500.0,660000.0-770000.0,"(678253.0, 750000.0]"
1908,300000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1909,115000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1910,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1911,381000.0,330000.0-440000.0,"(348740.0, 389720.0]"
1912,299000.0,220000.0-330000.0,"(270200.0, 305800.0]"
1913,392000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1914,275900.0,220000.0-330000.0,"(270200.0, 305800.0]"
1915,,,
1916,59500.0,0.0-110000.0,"(-1.0, 98000.0]"
1917,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1918,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1919,410000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1920,555000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1921,861500.0,770000.0-880000.0,"(825000.0, 918200.0]"
1922,495000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1923,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1924,327500.0,220000.0-330000.0,"(305800.0, 348740.0]"
1925,432500.0,330000.0-440000.0,"(389720.0, 432500.0]"
1926,106795.0,0.0-110000.0,"(98000.0, 129000.0]"
1927,,,
1928,406000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1929,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1930,785000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1931,425000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1932,,,
1933,120000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1934,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1935,,,
1936,474900.0,440000.0-550000.0,"(432500.0, 489632.0]"
1937,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1938,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1939,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1940,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1941,503000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1942,,,
1943,215000.0,110000.0-220000.0,"(195000.0, 238000.0]"
1944,570000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1945,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1946,200000.0,110000.0-220000.0,"(195000.0, 238000.0]"
1947,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1948,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1949,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1950,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1951,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1952,117000.0,110000.0-220000.0,"(98000.0, 129000.0]"
1953,,,
1954,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1955,519650.0,440000.0-550000.0,"(489632.0, 545000.0]"
1956,112578.0,110000.0-220000.0,"(98000.0, 129000.0]"
1957,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1958,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1959,648930.0,550000.0-660000.0,"(604600.0, 678253.0]"
1960,482437.0,440000.0-550000.0,"(432500.0, 489632.0]"
1961,515136.0,440000.0-550000.0,"(489632.0, 545000.0]"
1962,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1963,525000.0,440000.0-550000.0,"(489632.0, 545000.0]"
1964,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1965,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1966,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1967,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1968,550590.0,550000.0-660000.0,"(545000.0, 604600.0]"
1969,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1970,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1971,420000.0,330000.0-440000.0,"(389720.0, 432500.0]"
1972,800000.0,770000.0-880000.0,"(750000.0, 825000.0]"
1973,220000.0,220000.0-330000.0,"(195000.0, 238000.0]"
1974,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1975,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1976,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1977,624900.0,550000.0-660000.0,"(604600.0, 678253.0]"
1978,590000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1979,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1980,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1981,134700.0,110000.0-220000.0,"(129000.0, 160000.0]"
1982,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1983,560000.0,550000.0-660000.0,"(545000.0, 604600.0]"
1984,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1985,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1986,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1987,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1988,0.0,0.0-110000.0,"(-1.0, 98000.0]"
1989,,,
1990,113750.0,110000.0-220000.0,"(98000.0, 129000.0]"
1991,246000.0,220000.0-330000.0,"(238000.0, 270200.0]"
